timestamp,ip_address,login_success,attempts_from_ip,failed_attempts,login_duration_seconds,request_size_bytes,requests_per_minute,is_credential_stuffing
2025-10-15 09:08:45,10.69.155.78,1,3,2,7.759444920905755,345,3,0
2025-09-11 22:57:45,192.168.83.204,2,3,1,1.5739427485135964,532,2,0
2025-09-03 20:17:45,73.141.102.161,2,4,2,7.584621236266741,949,3,0
2025-08-16 17:12:45,10.59.170.114,3,5,2,3.8201618189131277,367,2,0
2025-08-19 03:10:45,98.1.36.167,1,1,0,10.839853900475887,1327,1,0
2025-10-28 21:51:45,5.106.24.219,4,25,21,9.818371851396792,1874,24,1
2025-08-16 14:25:45,73.243.56.158,2,4,2,2.1544130917753543,547,2,0
2025-09-02 15:12:45,172.27.247.161,2,2,0,1.1004421369063537,899,0,0
2025-08-18 00:05:45,10.253.89.148,1,3,2,6.007479278280838,773,2,0
2025-08-27 19:27:45,98.115.191.195,5,5,0,10.637730710379905,1269,3,0
2025-09-03 12:49:45,192.168.225.124,3,3,0,5.989243228105437,467,1,0
2025-09-13 08:24:45,192.168.2.73,1,1,0,14.879810646853247,522,0,0
2025-10-28 22:33:45,185.60.26.155,2,26,24,12.165917735483307,4846,28,1
2025-08-26 14:26:45,98.145.192.230,2,3,1,4.980814737477106,831,2,0
2025-09-25 11:45:45,192.168.157.195,2,4,2,14.222786851308292,902,0,0
2025-10-28 12:27:45,51.51.212.177,1,79,78,14.143142736540005,2455,27,1
2025-09-13 14:46:45,172.20.251.129,3,5,2,4.265560505515678,608,3,0
2025-10-28 18:57:45,185.33.11.28,3,12,9,3.3376342314157563,3811,20,1
2025-09-19 06:41:45,98.88.207.185,1,2,1,3.8894143914745305,509,3,0
2025-10-28 10:00:45,10.232.29.129,2,4,2,10.917025104541256,841,1,0
2025-10-03 10:16:45,73.131.151.164,1,2,1,5.778329366858507,1201,0,0
2025-08-18 12:24:45,172.23.80.17,1,2,1,10.602214373240162,1219,2,0
2025-09-16 09:47:45,172.25.32.107,2,2,0,10.836952496093577,378,2,0
2025-10-10 00:03:45,73.99.213.217,3,3,0,5.716347502672121,1279,2,0
2025-09-16 06:55:45,172.30.1.205,4,5,1,12.682299402868683,995,2,0
2025-08-01 19:08:45,73.253.236.111,1,3,2,3.7327133998629574,332,2,0
2025-10-24 14:10:45,10.135.246.183,1,1,0,12.300611953641207,1396,2,0
2025-09-29 21:12:45,172.31.53.10,2,4,2,9.712079261726982,433,2,0
2025-10-28 22:47:45,138.118.92.24,1,18,17,5.27152866296915,2333,26,1
2025-10-19 07:08:45,172.17.67.233,1,3,2,11.660266149779696,1290,0,0
2025-08-10 09:40:45,192.168.29.159,2,3,1,8.426482000571415,722,2,0
2025-10-08 17:40:45,10.216.83.210,1,1,0,2.019658205859842,375,1,0
2025-09-17 05:09:45,73.219.145.208,2,3,1,4.2579148054442015,501,2,0
2025-09-26 02:04:45,73.221.104.189,3,4,1,10.89847443247371,816,2,0
2025-10-20 11:00:45,98.148.182.22,3,4,1,13.917729775361142,825,1,0
2025-08-28 23:04:45,98.5.99.58,2,2,0,8.560021883615395,981,1,0
2025-10-29 02:45:45,51.99.4.50,5,67,62,6.834067609622687,1891,18,1
2025-10-29 09:30:45,185.163.122.250,2,98,96,7.35920680790082,4754,13,1
2025-08-21 06:00:45,172.30.95.227,3,4,1,9.847749301766287,1100,1,0
2025-09-29 12:51:45,98.254.72.78,2,2,0,10.067234198964126,1143,3,0
2025-10-02 21:42:45,10.143.101.7,1,1,0,7.110822890307899,1215,1,0
2025-10-29 00:36:45,45.36.255.54,5,11,6,12.354225543677183,4062,21,1
2025-10-09 20:04:45,10.102.136.152,1,1,0,12.49181129010164,690,1,0
2025-10-07 13:02:45,172.28.214.35,1,1,0,11.253530642001579,279,3,0
2025-10-29 08:14:45,5.46.228.248,4,36,32,1.959363826357834,4146,12,1
2025-09-21 06:29:45,98.25.205.217,4,4,0,3.3742040114899874,1032,3,0
2025-10-02 17:54:45,98.31.235.29,3,5,2,4.040303223390191,499,1,0
2025-08-25 19:14:45,73.11.52.152,2,3,1,7.218227012375004,393,2,0
2025-10-05 23:30:45,73.96.46.226,5,5,0,5.570957265229579,890,3,0
2025-09-21 07:32:45,73.143.202.1,3,4,1,1.663330262784707,909,0,0
2025-08-01 01:06:45,172.26.121.127,2,3,1,6.866817581283335,335,0,0
2025-10-10 19:35:45,10.54.223.151,1,1,0,5.397266373270092,868,2,0
2025-10-01 07:35:45,98.94.33.50,1,1,0,8.868897400824002,438,2,0
2025-10-02 02:48:45,73.249.185.37,4,4,0,6.176575449921431,1476,0,0
2025-10-28 19:46:45,185.38.149.120,5,91,86,4.447720135731,4399,21,1
2025-10-23 12:37:45,192.168.55.147,5,5,0,13.993850604216215,1069,2,0
2025-10-29 08:35:45,45.18.40.98,5,44,39,1.6685271750975514,3039,26,1
2025-08-09 03:21:45,172.17.79.58,1,1,0,3.4169689709240765,570,3,0
2025-08-20 18:36:45,10.189.175.226,1,2,1,10.507788323612226,1077,0,0
2025-09-27 09:56:45,98.195.80.248,4,4,0,2.178386111842854,267,1,0
2025-09-25 15:30:45,192.168.208.210,1,2,1,6.060838019513467,951,2,0
2025-10-29 06:46:45,185.84.182.144,4,32,28,7.53945169239978,2555,25,1
2025-08-29 23:42:45,172.17.29.127,5,5,0,5.639503227751227,1117,3,0
2025-09-17 14:11:45,98.192.56.225,3,4,1,8.956861511175457,330,4,0
2025-09-13 01:52:45,98.124.67.129,2,2,0,5.543066928680133,1269,2,0
2025-08-30 03:57:45,10.160.38.188,1,1,0,9.709183081292696,1453,2,0
2025-08-23 18:24:45,10.254.137.114,1,1,0,10.837786459441247,842,1,0
2025-10-29 04:18:45,185.82.170.44,2,48,46,11.772523922268025,4415,25,1
2025-08-22 23:09:45,172.19.236.4,2,2,0,6.039461348364177,722,4,0
2025-10-28 17:53:45,73.130.22.73,1,1,0,5.956069204537397,593,2,0
2025-10-28 18:09:45,185.149.223.185,4,35,31,8.83088868587591,2877,16,1
2025-10-11 00:24:45,98.28.59.165,2,4,2,9.689952092303283,812,1,0
2025-09-18 09:05:45,98.194.101.163,3,3,0,2.750151481257811,232,2,0
2025-09-28 02:27:45,98.88.197.161,4,5,1,9.33447364096053,722,2,0
2025-10-14 05:30:45,73.213.48.49,2,4,2,8.962999557158449,318,0,0
2025-09-09 04:23:45,98.141.104.248,2,2,0,6.5714452702316075,951,5,0
2025-08-21 09:22:45,192.168.34.44,4,4,0,8.093964695059176,475,2,0
2025-10-05 23:45:45,192.168.193.250,3,3,0,7.321165747045428,1382,2,0
2025-10-09 09:16:45,172.18.42.28,1,1,0,1.169619878395077,775,2,0
2025-10-28 16:08:45,185.21.112.166,3,27,24,8.920190758820093,1503,15,1
2025-09-03 23:10:45,192.168.185.242,3,5,2,9.423380304690314,1366,0,0
2025-10-28 19:29:45,138.86.152.192,4,20,16,14.828826649919714,1883,21,1
2025-10-17 14:23:45,10.103.64.147,1,1,0,13.733965206824227,269,3,0
2025-08-27 02:31:45,192.168.65.50,1,1,0,1.4795640307729596,1058,4,0
2025-10-23 10:59:45,98.158.251.173,1,3,2,2.697176170763213,289,2,0
2025-08-06 07:06:45,98.134.255.81,1,1,0,13.475633442347267,1169,1,0
2025-08-04 07:53:45,98.231.136.232,1,1,0,9.644392125568645,416,1,0
2025-10-28 18:44:45,45.139.252.83,3,99,96,2.17015110800498,2525,18,1
2025-10-04 08:48:45,10.105.28.162,2,4,2,13.305284636335536,1497,2,0
2025-10-12 17:29:45,10.168.208.125,2,4,2,1.6428807852776826,860,0,0
2025-08-22 15:07:45,73.76.219.248,1,1,0,11.311800841577822,242,3,0
2025-09-24 15:23:45,10.19.207.91,1,2,1,10.54796426193027,1357,3,0
2025-10-25 02:03:45,98.123.255.146,1,2,1,3.471758691399767,303,5,0
2025-10-29 02:27:45,51.9.212.185,2,84,82,1.2421156607391561,2325,23,1
2025-10-26 02:41:45,73.39.234.27,1,1,0,13.717355663197695,425,2,0
2025-09-16 09:51:45,98.62.184.170,1,1,0,5.109391358351295,926,4,0
2025-10-03 17:17:45,98.134.139.164,5,5,0,4.393822775628093,235,2,0
2025-10-29 02:47:45,185.240.157.65,0,32,32,1.7417822557911593,1648,29,1
2025-10-25 03:52:45,172.31.16.197,1,1,0,5.230474239777205,520,2,0
2025-10-29 02:37:45,138.114.233.69,4,80,76,2.1205785372801684,3710,31,1
2025-10-29 06:47:45,51.80.1.30,4,93,89,4.775070062954563,3905,18,1
2025-10-28 16:19:45,185.127.153.166,0,91,91,1.3435923111207897,2749,18,1
2025-10-04 11:48:45,10.107.59.41,2,4,2,6.351229912245065,1148,2,0
2025-08-21 12:32:45,98.115.39.136,3,4,1,11.284708566051263,1291,2,0
2025-09-26 15:14:45,10.222.140.227,4,5,1,7.754656221849656,811,2,0
2025-09-12 17:34:45,73.86.153.28,2,4,2,6.103982201139527,897,3,0
2025-10-29 09:34:45,138.35.76.138,2,36,34,5.829759839742296,3297,20,1
2025-09-14 09:41:45,98.189.170.176,4,4,0,9.382126774794227,1139,3,0
2025-08-17 02:52:45,192.168.165.19,3,5,2,10.857395581564301,1222,1,0
2025-09-06 12:46:45,192.168.8.38,2,2,0,14.129092015014942,1275,3,0
2025-10-15 02:04:45,172.19.193.30,4,4,0,13.886174510770662,529,2,0
2025-10-28 13:06:45,45.104.53.104,2,14,12,4.1427270172581965,4416,21,1
2025-10-28 23:50:45,51.17.98.57,2,55,53,2.158341586511998,4961,25,1
2025-10-24 00:23:45,73.116.121.92,1,3,2,11.1433080326801,987,3,0
2025-10-28 13:42:45,138.234.247.217,1,32,31,3.3192843446697786,2106,22,1
2025-10-13 18:43:45,172.27.95.67,2,2,0,10.995375925388723,1084,1,0
2025-10-12 05:30:45,73.180.6.38,2,2,0,13.316737130733914,1398,3,0
2025-10-29 08:04:45,5.198.156.60,5,95,90,2.7178797907222982,2120,25,1
2025-09-15 21:08:45,192.168.183.47,4,5,1,14.182414543023238,513,3,0
2025-09-15 14:07:45,10.68.143.178,1,2,1,7.6107538386137,1203,0,0
2025-09-05 16:42:45,172.19.89.102,1,1,0,14.886243625552353,1484,2,0
2025-10-23 07:59:45,192.168.10.31,2,2,0,5.705535047088453,722,2,0
2025-10-15 07:13:45,192.168.238.248,2,2,0,13.718246879665623,989,2,0
2025-09-19 05:49:45,73.38.152.128,1,2,1,14.74474291677152,496,1,0
2025-08-20 20:13:45,172.27.27.243,2,2,0,2.353947027633796,226,1,0
2025-09-23 15:47:45,73.168.216.232,3,3,0,7.114115814179333,1407,1,0
2025-10-06 14:08:45,10.48.64.67,2,2,0,10.575724655842652,352,2,0
2025-08-10 00:38:45,73.148.104.157,1,1,0,4.600991502522799,279,1,0
2025-09-28 15:29:45,192.168.68.7,4,4,0,4.583351313499024,442,3,0
2025-08-24 19:44:45,192.168.38.72,3,3,0,7.8485194616585074,1003,1,0
2025-10-28 17:41:45,45.210.155.86,3,63,60,13.644916549767675,3185,20,1
2025-10-28 17:54:45,138.107.173.185,2,53,51,3.4590136555441298,1554,29,1
2025-10-22 03:07:45,98.173.36.112,4,5,1,8.91316933639163,1451,0,0
2025-09-08 22:18:45,73.162.49.13,1,2,1,4.211861471219986,1026,3,0
2025-08-09 22:02:45,192.168.15.12,1,2,1,9.60134295659455,813,2,0
2025-10-29 02:38:45,5.36.1.238,3,77,74,2.1753798429926228,4428,19,1
2025-10-29 00:30:45,45.153.10.132,0,20,20,1.1961307250069206,4519,24,1
2025-10-06 10:43:45,98.93.176.163,1,1,0,10.338021457532106,469,1,0
2025-09-05 17:41:45,172.30.150.66,1,1,0,11.121999434312487,593,3,0
2025-08-17 18:55:45,172.16.244.212,3,4,1,4.674272937493762,1175,2,0
2025-10-24 14:36:45,10.50.196.150,2,4,2,7.672500540824778,1491,2,0
2025-09-04 20:09:45,192.168.212.32,2,3,1,3.5677324906429106,497,6,0
2025-10-17 03:15:45,192.168.52.87,1,2,1,3.5616273678081725,442,1,0
2025-10-13 23:23:45,172.21.222.105,4,5,1,8.082142179401638,1455,2,0
2025-08-13 18:32:45,10.130.44.42,1,2,1,11.635729969198765,1193,2,0
2025-10-29 06:35:45,138.141.74.85,3,48,45,13.716040728822604,4799,19,1
2025-10-11 22:28:45,10.247.25.31,2,2,0,9.421484716828767,362,3,0
2025-09-30 06:04:45,98.202.125.81,1,2,1,5.0217216338844715,1136,2,0
2025-09-14 20:41:45,192.168.139.189,4,4,0,3.436715559110486,1421,4,0
2025-09-05 20:30:45,172.19.23.53,1,1,0,8.306221618708557,284,4,0
2025-10-15 08:48:45,10.130.80.229,1,2,1,9.279703780584795,773,3,0
2025-10-28 09:16:45,98.91.165.21,4,4,0,1.3460013114387663,739,1,0
2025-09-29 19:39:45,10.12.72.89,1,1,0,5.065052779314734,1015,4,0
2025-10-29 00:05:45,51.122.106.181,0,19,19,0.6102528017983909,4221,18,1
2025-09-05 05:53:45,172.24.229.43,2,2,0,10.336533792184792,567,5,0
2025-09-13 00:35:45,73.78.107.128,1,1,0,12.374383305643573,1272,3,0
2025-08-21 22:02:45,73.68.191.173,3,4,1,12.921431274024911,216,2,0
2025-10-01 05:03:45,73.144.151.42,5,5,0,7.2872314003600795,1056,1,0
2025-10-29 09:42:45,138.180.56.58,1,30,29,13.640780487534768,1595,19,1
2025-10-28 16:20:45,5.207.216.92,3,44,41,13.454268979136106,4908,19,1
2025-08-03 09:36:45,192.168.186.254,1,3,2,9.704631405335562,491,2,0
2025-10-27 15:40:45,172.31.75.151,2,2,0,8.21192742845541,779,2,0
2025-08-29 15:19:45,98.99.41.73,1,1,0,14.415998794022633,505,3,0
2025-09-30 08:59:45,98.107.140.235,3,3,0,11.359037520585714,1278,2,0
2025-08-06 10:08:45,172.23.52.127,1,3,2,10.753990404942396,770,0,0
2025-10-29 10:56:45,185.210.65.39,3,23,20,13.059700541758538,2135,30,1
2025-10-04 07:07:45,73.183.59.20,3,4,1,3.9287183468006877,756,0,0
2025-10-08 19:46:45,10.88.147.33,2,2,0,12.839003685408485,337,2,0
2025-10-29 03:42:45,5.179.242.164,0,59,59,0.11120418606989485,2919,26,1
2025-10-19 17:03:45,172.24.10.1,1,1,0,13.995434850133059,872,4,0
2025-08-04 14:57:45,192.168.123.169,2,4,2,11.599733535680933,1293,4,0
2025-10-18 02:01:45,172.18.229.33,2,2,0,7.769099044087314,473,4,0
2025-08-22 17:29:45,10.117.245.192,4,5,1,8.99076315220262,880,2,0
2025-10-29 06:57:45,5.230.165.55,5,61,56,7.571521299438606,3715,21,1
2025-09-15 21:04:45,172.24.49.241,1,1,0,12.374315844088317,1234,2,0
2025-08-29 09:45:45,192.168.123.242,1,3,2,4.313175312715994,1188,2,0
2025-08-16 23:26:45,172.27.34.170,2,2,0,8.960458989979081,1080,2,0
2025-10-12 18:56:45,172.25.11.143,2,4,2,12.216998629802507,1146,1,0
2025-10-28 19:31:45,185.169.15.168,2,40,38,4.5469848742734955,4409,23,1
2025-08-09 02:05:45,73.157.7.252,1,3,2,11.09155319315921,805,2,0
2025-10-23 17:13:45,73.186.184.230,5,5,0,3.3496412991073283,1082,1,0
2025-09-30 05:17:45,98.78.34.145,4,5,1,3.902377425398379,795,6,0
2025-10-26 19:53:45,192.168.71.169,2,4,2,6.197736937610992,221,2,0
2025-09-05 22:02:45,172.18.188.35,3,3,0,10.757892642378138,417,1,0
2025-10-28 21:58:45,5.221.128.156,5,39,34,14.593776810276188,4923,18,1
2025-09-16 14:07:45,73.26.93.148,2,2,0,3.6326825440567205,1481,1,0
2025-10-04 06:54:45,10.71.215.182,2,2,0,4.100327165973932,419,1,0
2025-10-28 16:41:45,45.156.166.104,3,58,55,1.7374241868763123,2592,14,1
2025-10-27 18:24:45,172.25.12.10,1,2,1,3.9285515407886367,436,1,0
2025-10-29 08:42:45,172.27.124.97,5,5,0,12.655061600452964,886,1,0
2025-10-04 08:48:45,98.81.28.87,2,3,1,4.344038314865153,1267,4,0
2025-08-12 10:37:45,73.198.12.194,1,3,2,6.570288912656933,596,4,0
2025-08-16 19:44:45,98.180.142.159,2,3,1,8.497513489160728,741,2,0
2025-08-02 10:19:45,10.8.128.52,2,4,2,3.529012265145729,725,2,0
2025-10-22 01:24:45,10.38.13.36,1,1,0,7.74932814125287,1291,3,0
2025-10-07 16:47:45,98.0.157.226,1,1,0,6.939321434133827,458,3,0
2025-10-22 23:17:45,172.21.196.219,2,4,2,4.102528635348112,703,0,0
2025-08-06 14:28:45,10.196.38.50,3,4,1,9.73469846001055,1135,3,0
2025-09-08 07:54:45,73.198.106.214,4,4,0,1.5150448340636309,1157,3,0
2025-09-24 15:04:45,73.43.252.209,2,2,0,1.016043308795588,556,3,0
2025-10-12 01:07:45,10.110.25.96,1,1,0,13.568836955570713,434,0,0
2025-09-04 11:34:45,10.25.2.9,1,1,0,5.931935129881188,1331,1,0
2025-10-29 04:47:45,51.9.155.87,0,15,15,0.5671864142994176,2138,23,1
2025-09-10 01:09:45,10.96.95.152,1,1,0,10.227589302701665,464,3,0
2025-08-10 00:08:45,172.20.147.108,2,4,2,4.919014703190208,1127,1,0
2025-10-09 02:57:45,10.102.172.188,1,1,0,12.12931305954548,548,3,0
2025-10-15 22:56:45,98.178.170.10,1,2,1,12.412565252098538,388,3,0
2025-08-19 15:57:45,10.13.149.140,1,2,1,4.0544496678916095,974,3,0
2025-10-28 21:34:45,138.119.79.222,3,69,66,14.745312318049578,2606,13,1
2025-09-27 17:50:45,10.26.106.243,2,2,0,7.977011080122129,1413,1,0
2025-10-19 02:39:45,73.46.146.6,4,4,0,4.220761148456559,346,2,0
2025-08-16 19:02:45,192.168.120.201,3,4,1,14.661050708817605,638,1,0
2025-10-11 05:35:45,192.168.73.179,4,5,1,14.94240786063602,1442,0,0
2025-10-10 12:50:45,10.145.122.217,2,3,1,8.486356015789156,1054,1,0
2025-08-05 05:41:45,192.168.146.166,2,4,2,2.016255004367661,283,1,0
2025-08-05 15:28:45,73.93.44.10,2,2,0,6.434260271444437,576,1,0
2025-08-15 15:36:45,73.145.163.81,1,3,2,5.559078811088733,1023,2,0
2025-08-24 16:00:45,98.39.228.114,2,4,2,10.66550674031157,714,2,0
2025-10-28 12:42:45,185.72.238.163,4,12,8,7.000436956927169,4884,28,1
2025-09-24 09:59:45,73.187.129.44,3,4,1,8.20982996618966,921,6,0
2025-10-15 01:02:45,98.185.152.63,1,2,1,3.418565044167538,501,3,0
2025-10-17 09:25:45,10.184.46.154,2,2,0,2.9423486195364266,673,0,0
2025-08-11 20:03:45,192.168.22.36,3,4,1,13.655666406272081,1472,2,0
2025-10-28 23:50:45,138.213.104.194,5,93,88,2.937192065390935,3348,17,1
2025-09-21 16:57:45,192.168.14.129,3,3,0,1.981534949819786,588,2,0
2025-09-08 01:48:45,192.168.200.163,4,5,1,1.5740656417269545,378,5,0
2025-10-28 16:53:45,5.37.79.207,5,69,64,11.932813530163365,1631,14,1
2025-10-11 13:13:45,10.252.80.110,1,2,1,11.234500616596351,298,5,0
2025-10-28 17:18:45,45.119.84.103,0,98,98,1.610177497048221,2920,20,1
2025-10-29 11:58:45,185.198.17.132,2,35,33,12.41970728142252,4757,18,1
2025-09-02 00:17:45,172.21.20.24,1,2,1,2.0477995005996714,1235,2,0
2025-09-15 02:57:45,10.231.70.240,1,1,0,9.520142370259032,813,2,0
2025-08-17 07:45:45,172.30.183.219,1,2,1,3.8075134067110668,608,5,0
2025-08-03 20:56:45,73.85.149.244,5,5,0,7.330633463176209,1361,2,0
2025-09-26 10:30:45,98.34.71.175,5,5,0,1.6434721581555445,738,2,0
2025-09-26 22:36:45,192.168.196.42,2,2,0,13.865086403546961,537,2,0
2025-10-28 19:42:45,51.212.148.102,5,91,86,8.532307483899451,4774,20,1
2025-09-28 16:13:45,10.204.110.44,5,5,0,13.278656944508494,1372,1,0
2025-09-02 12:03:45,98.231.200.42,3,5,2,4.539612232737564,921,4,0
2025-08-16 22:36:45,172.20.246.214,1,1,0,1.8822154696993467,1454,3,0
2025-10-24 05:21:45,98.217.114.31,3,4,1,6.842780625728561,1327,2,0
2025-08-23 22:22:45,98.243.12.92,1,1,0,5.918417633544458,1234,1,0
2025-09-10 05:37:45,172.29.209.203,3,4,1,11.384966632455846,291,2,0
2025-09-27 09:48:45,172.30.140.210,3,5,2,7.714592558297167,606,4,0
2025-09-29 22:31:45,192.168.88.39,1,2,1,5.96477932220366,1038,3,0
2025-10-29 04:32:45,185.101.188.21,1,14,13,6.81783992211999,1644,19,1
2025-10-16 18:02:45,73.163.65.9,2,3,1,12.78030942629539,1471,1,0
2025-08-06 08:05:45,192.168.130.156,3,3,0,7.147462263697544,600,2,0
2025-10-28 19:16:45,192.168.100.40,5,5,0,14.922760354329876,635,1,0
2025-10-13 23:07:45,98.92.158.78,4,4,0,3.7664921394720223,1071,1,0
2025-08-15 20:32:45,172.18.246.180,3,5,2,14.600678983783833,838,2,0
2025-09-27 02:20:45,172.30.174.124,2,2,0,13.309486603088986,1045,2,0
2025-08-23 03:57:45,73.84.44.70,3,4,1,8.190277869170068,299,1,0
2025-09-26 01:09:45,98.141.61.69,4,4,0,6.266545066803325,1347,0,0
2025-08-10 13:17:45,73.197.189.103,2,3,1,7.009582244341717,916,2,0
2025-10-28 22:14:45,5.15.197.25,1,12,11,1.7077799335234565,1892,18,1
2025-08-05 06:04:45,73.28.137.225,3,4,1,13.919549504377201,511,3,0
2025-10-28 23:45:45,51.32.235.89,3,99,96,3.557323925875296,3709,12,1
2025-10-23 04:12:45,10.98.194.166,5,5,0,14.340173285013172,1037,0,0
2025-10-10 07:39:45,73.40.5.195,5,5,0,6.869317180963042,1343,2,0
2025-09-28 01:32:45,98.5.188.41,3,4,1,5.537697812652476,1439,3,0
2025-09-17 16:27:45,10.216.10.49,4,5,1,6.391970308362113,963,2,0
2025-10-04 14:16:45,73.161.189.40,4,5,1,9.09984077278768,956,2,0
2025-09-10 01:22:45,73.57.69.176,4,4,0,13.842138352608394,1430,3,0
2025-08-27 22:13:45,10.155.248.229,2,2,0,12.951739995734552,580,1,0
2025-10-28 23:02:45,5.54.138.14,5,10,5,7.526674508605138,4896,13,1
2025-08-23 05:55:45,172.28.213.98,2,3,1,5.293435603633065,1112,1,0
2025-10-28 12:30:45,185.187.113.41,2,75,73,8.980529042994888,3760,16,1
2025-08-27 09:10:45,172.29.155.83,1,1,0,12.154820047977836,801,1,0
2025-08-11 14:57:45,98.145.183.14,1,3,2,11.273621671900383,1326,1,0
2025-08-02 18:50:45,98.67.3.253,1,2,1,10.198640600842248,934,1,0
2025-10-11 01:27:45,172.24.200.27,5,5,0,9.368980334646174,914,5,0
2025-10-29 01:35:45,5.34.176.96,1,97,96,7.6067275388042255,3442,18,1
2025-08-16 22:50:45,172.21.123.211,1,1,0,10.291731944773359,778,1,0
2025-10-22 19:54:45,73.44.158.138,4,5,1,5.61758961194831,1161,1,0
2025-10-28 13:22:45,5.118.185.125,3,64,61,7.342336190416889,1953,22,1
2025-10-28 01:14:45,98.177.219.121,1,1,0,1.5029985107819996,302,5,0
2025-08-22 21:54:45,10.186.70.35,1,2,1,1.4305411671360286,348,3,0
2025-10-21 14:04:45,98.188.193.2,3,3,0,2.927383699654091,1153,4,0
2025-08-25 14:59:45,192.168.93.70,3,3,0,6.834543572095547,1040,0,0
2025-10-29 04:44:45,138.148.138.6,3,42,39,1.7912047414328724,3469,17,1
2025-10-29 06:21:45,45.7.172.80,3,76,73,4.356916343816664,3867,18,1
2025-10-29 06:17:45,51.47.65.167,5,82,77,5.247621863002029,2966,16,1
2025-10-10 07:56:45,73.98.150.222,4,5,1,8.081264722247344,286,1,0
2025-09-11 19:12:45,73.216.230.1,2,3,1,2.3352333105723853,653,2,0
2025-10-11 13:36:45,73.9.80.224,5,5,0,6.691946048609951,921,5,0
2025-09-10 00:34:45,172.20.63.95,1,1,0,4.1877819879615625,1397,2,0
2025-09-03 12:58:45,192.168.128.86,5,5,0,5.467851406438848,1246,1,0
2025-10-29 09:17:45,45.99.145.79,5,26,21,13.31178444937613,1665,22,1
2025-10-29 10:37:45,138.159.178.132,0,78,78,1.9365829593035508,2760,16,1
2025-09-24 06:18:45,10.140.71.43,1,1,0,8.948655712168176,945,1,0
2025-10-12 00:20:45,73.13.115.156,1,1,0,1.8321892360728305,1334,2,0
2025-09-23 11:41:45,192.168.77.246,2,4,2,4.364518758886136,1077,2,0
2025-10-28 22:58:45,45.237.235.160,2,67,65,9.716098863098182,3648,18,1
2025-10-29 02:18:45,45.246.34.177,3,85,82,6.111188285096182,3290,15,1
2025-08-14 06:20:45,192.168.237.40,1,1,0,1.3346749349691474,1330,4,0
2025-09-20 13:46:45,98.111.96.4,2,2,0,4.194342681328182,683,2,0
2025-10-17 23:40:45,98.173.58.81,4,4,0,5.408733665374028,230,0,0
2025-09-10 05:56:45,172.19.150.158,1,1,0,2.3792110285594736,898,1,0
2025-10-19 10:51:45,192.168.76.207,1,1,0,10.573522384349046,1107,4,0
2025-10-19 04:54:45,10.50.77.20,4,5,1,14.299667829688604,777,1,0
2025-09-16 20:39:45,10.86.70.29,1,3,2,3.086590928452905,1333,2,0
2025-09-22 12:11:45,192.168.233.214,2,3,1,6.6560927231228355,756,1,0
2025-10-28 14:54:45,138.219.126.232,5,94,89,5.798276383092602,2515,22,1
2025-10-28 20:37:45,45.171.126.137,3,97,94,9.905911425993834,3790,18,1
2025-08-17 07:52:45,192.168.209.138,1,2,1,11.347440004522493,1273,2,0
2025-10-28 21:56:45,185.15.245.13,5,71,66,12.165203834476674,4425,24,1
2025-08-21 00:40:45,73.80.162.113,1,3,2,2.4594047843868854,403,4,0
2025-10-28 20:24:45,51.36.182.194,3,11,8,11.511628751321151,4395,20,1
2025-09-17 00:52:45,10.198.203.143,1,1,0,4.730537176928838,225,0,0
2025-08-24 06:46:45,10.143.146.160,1,2,1,3.024796733728264,960,0,0
2025-10-13 03:29:45,172.29.98.191,3,5,2,5.519728888238338,597,2,0
2025-09-18 02:27:45,10.238.83.52,1,1,0,14.246747975279915,1462,3,0
2025-09-21 15:11:45,73.230.199.115,4,4,0,8.48110200403131,1213,2,0
2025-10-08 20:58:45,192.168.216.42,2,2,0,2.1686654657595117,328,2,0
2025-08-10 19:30:45,172.22.200.22,2,4,2,12.963071292454806,1127,4,0
2025-10-28 21:22:45,185.6.138.248,5,69,64,13.1302829288797,2809,16,1
2025-10-10 15:48:45,73.216.207.108,3,5,2,2.321406805882364,259,1,0
2025-08-11 11:14:45,192.168.56.224,2,2,0,12.800663820593101,270,1,0
2025-10-28 18:47:45,5.91.92.25,3,84,81,7.188386518025933,4840,7,1
2025-10-07 04:55:45,10.164.176.33,3,5,2,14.287568752188346,1187,3,0
2025-10-21 08:33:45,73.229.137.233,4,5,1,6.218878641050014,967,4,0
2025-09-07 19:38:45,192.168.197.39,2,3,1,6.5559205847860955,1026,2,0
2025-10-29 11:29:45,45.212.253.191,1,46,45,11.835451197524943,4112,17,1
2025-09-19 22:14:45,73.241.179.177,4,5,1,2.819368657076894,270,2,0
2025-09-10 17:00:45,73.255.255.9,1,1,0,3.2125924768692293,1148,4,0
2025-09-19 11:41:45,73.46.6.108,4,4,0,5.644885126065061,690,3,0
2025-08-25 21:39:45,73.66.34.71,1,2,1,14.073357850139551,1043,3,0
2025-10-28 19:40:45,45.160.85.30,2,65,63,4.8063794336804,3425,19,1
2025-10-20 09:44:45,10.203.214.1,3,3,0,7.862839958878796,1320,3,0
2025-10-29 05:59:45,51.148.130.251,3,25,22,11.709150457622625,4363,26,1
2025-09-16 19:50:45,172.27.31.69,2,2,0,5.615728413870725,308,0,0
2025-09-19 09:17:45,192.168.244.100,1,1,0,9.826083406010278,729,2,0
2025-10-29 11:22:45,51.191.237.236,3,63,60,6.332420076125745,2150,15,1
